Indexing started : 2026-03-16 15:20:38.584491
Device           : cpu (FP32)
Batch size       : 10
Folder           : ./assets40k
-----------------------------------------------------------------------------------------------
progress | decode | embed | db | total | CPU% RAM% GPU% VRAM | ETA
-----------------------------------------------------------------------------------------------
TurboJPEG        : not used (PIL sufficient at this batch size)
batch 1/4067 (10/40670) | decode:0.14s embed:0.33s db:0.13s total:0.46s | CPU:29% RAM:88% GPU:N/A | ETA:31m24s
batch 3092/4067 (30920/40670) | decode:0.13s embed:0.39s db:0.03s total:0.42s | CPU:76% RAM:84% GPU:N/A | ETA:6m28s
batch 3093/4067 (30930/40670) | decode:0.12s embed:0.39s db:0.02s total:0.41s | CPU:65% RAM:84% GPU:N/A | ETA:6m31s
batch 3094/4067 (30940/40670) | decode:0.15s embed:0.39s db:0.02s total:0.41s | CPU:69% RAM:84% GPU:N/A | ETA:6m33s
batch 3095/4067 (30950/40670) | decode:0.11s embed:0.38s db:0.02s total:0.40s | CPU:77% RAM:84% GPU:N/A | ETA:6m31s
batch 3096/4067 (30960/40670) | decode:0.14s embed:0.46s db:0.02s total:0.49s | CPU:93% RAM:84% GPU:N/A | ETA:6m47s
batch 3097/4067 (30970/40670) | decode:0.13s embed:0.38s db:0.02s total:0.41s | CPU:88% RAM:85% GPU:N/A | ETA:6m44s
batch 3098/4067 (30980/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:81% RAM:85% GPU:N/A | ETA:6m38s
batch 3099/4067 (30990/40670) | decode:0.13s embed:0.38s db:0.03s total:0.40s | CPU:79% RAM:85% GPU:N/A | ETA:6m36s
batch 3100/4067 (31000/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:76% RAM:85% GPU:N/A | ETA:6m32s
batch 3101/4067 (31010/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:76% RAM:85% GPU:N/A | ETA:6m29s
batch 3102/4067 (31020/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:78% RAM:85% GPU:N/A | ETA:6m26s
batch 3103/4067 (31030/40670) | decode:0.14s embed:0.34s db:0.04s total:0.38s | CPU:66% RAM:84% GPU:N/A | ETA:6m22s
batch 3104/4067 (31040/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:78% RAM:84% GPU:N/A | ETA:6m21s
batch 3105/4067 (31050/40670) | decode:0.13s embed:0.34s db:0.02s total:0.37s | CPU:78% RAM:85% GPU:N/A | ETA:6m15s
batch 3106/4067 (31060/40670) | decode:0.13s embed:0.35s db:0.02s total:0.37s | CPU:69% RAM:84% GPU:N/A | ETA:6m10s
batch 3107/4067 (31070/40670) | decode:0.11s embed:0.36s db:0.04s total:0.40s | CPU:74% RAM:84% GPU:N/A | ETA:6m12s
batch 3108/4067 (31080/40670) | decode:0.11s embed:0.38s db:0.02s total:0.40s | CPU:77% RAM:85% GPU:N/A | ETA:6m13s
batch 3109/4067 (31090/40670) | decode:0.11s embed:0.37s db:0.04s total:0.41s | CPU:70% RAM:85% GPU:N/A | ETA:6m16s
batch 3110/4067 (31100/40670) | decode:0.12s embed:0.35s db:0.04s total:0.39s | CPU:62% RAM:85% GPU:N/A | ETA:6m15s
batch 3111/4067 (31110/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:69% RAM:85% GPU:N/A | ETA:6m14s
batch 3112/4067 (31120/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:85% GPU:N/A | ETA:6m12s
batch 3113/4067 (31130/40670) | decode:0.14s embed:0.34s db:0.02s total:0.37s | CPU:68% RAM:84% GPU:N/A | ETA:6m7s
batch 3114/4067 (31140/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:70% RAM:84% GPU:N/A | ETA:6m7s
batch 3115/4067 (31150/40670) | decode:0.13s embed:0.34s db:0.04s total:0.38s | CPU:79% RAM:84% GPU:N/A | ETA:6m6s
batch 3116/4067 (31160/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:65% RAM:84% GPU:N/A | ETA:6m6s
batch 3117/4067 (31170/40670) | decode:0.11s embed:0.34s db:0.03s total:0.37s | CPU:67% RAM:84% GPU:N/A | ETA:6m2s
batch 3118/4067 (31180/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:85% RAM:84% GPU:N/A | ETA:6m4s
batch 3119/4067 (31190/40670) | decode:0.12s embed:0.35s db:0.02s total:0.37s | CPU:76% RAM:84% GPU:N/A | ETA:6m0s
batch 3120/4067 (31200/40670) | decode:0.13s embed:0.36s db:0.04s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:6m2s
batch 3121/4067 (31210/40670) | decode:0.11s embed:0.38s db:0.03s total:0.40s | CPU:66% RAM:84% GPU:N/A | ETA:6m6s
batch 3122/4067 (31220/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:69% RAM:84% GPU:N/A | ETA:6m8s
batch 3123/4067 (31230/40670) | decode:0.13s embed:0.41s db:0.03s total:0.43s | CPU:74% RAM:84% GPU:N/A | ETA:6m16s
batch 3124/4067 (31240/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:84% GPU:N/A | ETA:6m13s
batch 3125/4067 (31250/40670) | decode:0.14s embed:0.37s db:0.03s total:0.39s | CPU:61% RAM:84% GPU:N/A | ETA:6m12s
batch 3126/4067 (31260/40670) | decode:0.10s embed:0.35s db:0.03s total:0.38s | CPU:70% RAM:84% GPU:N/A | ETA:6m9s
batch 3127/4067 (31270/40670) | decode:0.14s embed:0.35s db:0.03s total:0.38s | CPU:70% RAM:84% GPU:N/A | ETA:6m6s
batch 3128/4067 (31280/40670) | decode:0.12s embed:0.35s db:0.02s total:0.38s | CPU:77% RAM:84% GPU:N/A | ETA:6m3s
batch 3129/4067 (31290/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:75% RAM:84% GPU:N/A | ETA:6m2s
batch 3130/4067 (31300/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:6m2s
batch 3131/4067 (31310/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:73% RAM:84% GPU:N/A | ETA:6m1s
batch 3132/4067 (31320/40670) | decode:0.10s embed:0.35s db:0.02s total:0.38s | CPU:68% RAM:84% GPU:N/A | ETA:5m58s
batch 3133/4067 (31330/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:79% RAM:84% GPU:N/A | ETA:6m0s
batch 3134/4067 (31340/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:80% RAM:84% GPU:N/A | ETA:5m59s
batch 3135/4067 (31350/40670) | decode:0.10s embed:0.38s db:0.03s total:0.40s | CPU:84% RAM:84% GPU:N/A | ETA:6m1s
batch 3136/4067 (31360/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:6m2s
batch 3137/4067 (31370/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:65% RAM:84% GPU:N/A | ETA:6m2s
batch 3138/4067 (31380/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:72% RAM:84% GPU:N/A | ETA:6m5s
batch 3139/4067 (31390/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:76% RAM:84% GPU:N/A | ETA:6m2s
batch 3140/4067 (31400/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:76% RAM:84% GPU:N/A | ETA:6m0s
batch 3141/4067 (31410/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:86% RAM:84% GPU:N/A | ETA:6m0s
batch 3142/4067 (31420/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:76% RAM:84% GPU:N/A | ETA:5m57s
batch 3143/4067 (31430/40670) | decode:0.11s embed:0.35s db:0.02s total:0.38s | CPU:75% RAM:84% GPU:N/A | ETA:5m55s
batch 3144/4067 (31440/40670) | decode:0.12s embed:0.40s db:0.03s total:0.43s | CPU:69% RAM:84% GPU:N/A | ETA:6m2s
batch 3145/4067 (31450/40670) | decode:0.12s embed:0.41s db:0.03s total:0.44s | CPU:74% RAM:84% GPU:N/A | ETA:6m11s
batch 3146/4067 (31460/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:6m8s
batch 3147/4067 (31470/40670) | decode:0.12s embed:0.35s db:0.03s total:0.38s | CPU:65% RAM:84% GPU:N/A | ETA:6m5s
batch 3148/4067 (31480/40670) | decode:0.16s embed:0.36s db:0.03s total:0.39s | CPU:82% RAM:84% GPU:N/A | ETA:6m3s
batch 3149/4067 (31490/40670) | decode:0.14s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:6m1s
batch 3150/4067 (31500/40670) | decode:0.11s embed:0.40s db:0.04s total:0.43s | CPU:69% RAM:84% GPU:N/A | ETA:6m8s
batch 3151/4067 (31510/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:6m6s
batch 3152/4067 (31520/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:84% GPU:N/A | ETA:6m2s
batch 3153/4067 (31530/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:83% RAM:84% GPU:N/A | ETA:6m3s
batch 3154/4067 (31540/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:74% RAM:84% GPU:N/A | ETA:6m1s
batch 3155/4067 (31550/40670) | decode:0.13s embed:0.36s db:0.03s total:0.38s | CPU:67% RAM:84% GPU:N/A | ETA:5m59s
batch 3156/4067 (31560/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:78% RAM:84% GPU:N/A | ETA:5m58s
batch 3157/4067 (31570/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:77% RAM:84% GPU:N/A | ETA:5m55s
batch 3158/4067 (31580/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:66% RAM:84% GPU:N/A | ETA:5m55s
batch 3159/4067 (31590/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:64% RAM:84% GPU:N/A | ETA:5m52s
batch 3160/4067 (31600/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:69% RAM:84% GPU:N/A | ETA:5m51s
batch 3161/4067 (31610/40670) | decode:0.12s embed:0.36s db:0.16s total:0.52s | CPU:67% RAM:85% GPU:N/A | ETA:6m13s
batch 3162/4067 (31620/40670) | decode:0.12s embed:0.35s db:0.02s total:0.36s | CPU:67% RAM:84% GPU:N/A | ETA:6m4s
batch 3163/4067 (31630/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:71% RAM:85% GPU:N/A | ETA:6m0s
batch 3164/4067 (31640/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:79% RAM:85% GPU:N/A | ETA:5m56s
batch 3165/4067 (31650/40670) | decode:0.13s embed:0.39s db:0.02s total:0.40s | CPU:73% RAM:84% GPU:N/A | ETA:5m57s
batch 3166/4067 (31660/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:84% GPU:N/A | ETA:5m53s
batch 3167/4067 (31670/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:83% RAM:84% GPU:N/A | ETA:5m51s
batch 3168/4067 (31680/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:84% GPU:N/A | ETA:5m48s
batch 3169/4067 (31690/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:77% RAM:84% GPU:N/A | ETA:5m47s
batch 3170/4067 (31700/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:84% GPU:N/A | ETA:5m46s
batch 3171/4067 (31710/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:71% RAM:84% GPU:N/A | ETA:5m46s
batch 3172/4067 (31720/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:70% RAM:84% GPU:N/A | ETA:5m44s
batch 3173/4067 (31730/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:69% RAM:84% GPU:N/A | ETA:5m43s
batch 3174/4067 (31740/40670) | decode:0.11s embed:0.39s db:0.02s total:0.41s | CPU:72% RAM:84% GPU:N/A | ETA:5m47s
batch 3175/4067 (31750/40670) | decode:0.12s embed:0.38s db:0.02s total:0.40s | CPU:72% RAM:84% GPU:N/A | ETA:5m48s
batch 3176/4067 (31760/40670) | decode:0.13s embed:0.37s db:0.02s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:5m47s
batch 3177/4067 (31770/40670) | decode:0.12s embed:0.39s db:0.03s total:0.41s | CPU:72% RAM:84% GPU:N/A | ETA:5m50s
batch 3178/4067 (31780/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:74% RAM:84% GPU:N/A | ETA:5m53s
batch 3179/4067 (31790/40670) | decode:0.14s embed:0.37s db:0.02s total:0.39s | CPU:67% RAM:84% GPU:N/A | ETA:5m51s
batch 3180/4067 (31800/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:64% RAM:84% GPU:N/A | ETA:5m48s
batch 3181/4067 (31810/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:61% RAM:84% GPU:N/A | ETA:5m47s
batch 3182/4067 (31820/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:64% RAM:84% GPU:N/A | ETA:5m45s
batch 3183/4067 (31830/40670) | decode:0.14s embed:0.43s db:0.02s total:0.45s | CPU:64% RAM:84% GPU:N/A | ETA:5m54s
batch 3184/4067 (31840/40670) | decode:0.16s embed:0.42s db:0.03s total:0.46s | CPU:73% RAM:84% GPU:N/A | ETA:6m4s
batch 3185/4067 (31850/40670) | decode:0.13s embed:0.35s db:0.03s total:0.39s | CPU:64% RAM:84% GPU:N/A | ETA:5m59s
batch 3186/4067 (31860/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:74% RAM:84% GPU:N/A | ETA:5m54s
batch 3187/4067 (31870/40670) | decode:0.15s embed:0.35s db:0.03s total:0.38s | CPU:69% RAM:84% GPU:N/A | ETA:5m50s
batch 3188/4067 (31880/40670) | decode:0.19s embed:0.36s db:0.03s total:0.39s | CPU:65% RAM:84% GPU:N/A | ETA:5m49s
batch 3189/4067 (31890/40670) | decode:0.14s embed:0.34s db:0.03s total:0.37s | CPU:77% RAM:84% GPU:N/A | ETA:5m44s
batch 3190/4067 (31900/40670) | decode:0.13s embed:0.35s db:0.04s total:0.39s | CPU:55% RAM:84% GPU:N/A | ETA:5m44s
batch 3191/4067 (31910/40670) | decode:0.12s embed:0.36s db:0.04s total:0.40s | CPU:59% RAM:84% GPU:N/A | ETA:5m44s
batch 3192/4067 (31920/40670) | decode:0.13s embed:0.39s db:0.04s total:0.42s | CPU:55% RAM:84% GPU:N/A | ETA:5m49s
batch 3193/4067 (31930/40670) | decode:0.12s embed:0.36s db:0.03s total:0.40s | CPU:63% RAM:84% GPU:N/A | ETA:5m48s
batch 3194/4067 (31940/40670) | decode:0.14s embed:0.35s db:0.02s total:0.37s | CPU:74% RAM:84% GPU:N/A | ETA:5m43s
batch 3195/4067 (31950/40670) | decode:0.13s embed:0.34s db:0.04s total:0.38s | CPU:44% RAM:84% GPU:N/A | ETA:5m41s
batch 3196/4067 (31960/40670) | decode:0.16s embed:0.38s db:0.02s total:0.39s | CPU:71% RAM:84% GPU:N/A | ETA:5m41s
batch 3197/4067 (31970/40670) | decode:0.14s embed:0.36s db:0.02s total:0.39s | CPU:67% RAM:84% GPU:N/A | ETA:5m40s
batch 3198/4067 (31980/40670) | decode:0.11s embed:0.35s db:0.02s total:0.38s | CPU:67% RAM:84% GPU:N/A | ETA:5m37s
batch 3199/4067 (31990/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:67% RAM:84% GPU:N/A | ETA:5m37s
batch 3200/4067 (32000/40670) | decode:0.14s embed:0.36s db:0.02s total:0.38s | CPU:68% RAM:84% GPU:N/A | ETA:5m35s
batch 3201/4067 (32010/40670) | decode:0.11s embed:0.36s db:0.02s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:5m35s
batch 3202/4067 (32020/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:69% RAM:84% GPU:N/A | ETA:5m34s
batch 3203/4067 (32030/40670) | decode:0.13s embed:0.36s db:0.03s total:0.38s | CPU:68% RAM:84% GPU:N/A | ETA:5m32s
batch 3204/4067 (32040/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:67% RAM:84% GPU:N/A | ETA:5m35s
batch 3205/4067 (32050/40670) | decode:0.12s embed:0.36s db:0.02s total:0.39s | CPU:67% RAM:84% GPU:N/A | ETA:5m34s
batch 3206/4067 (32060/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:67% RAM:84% GPU:N/A | ETA:5m33s
batch 3207/4067 (32070/40670) | decode:0.11s embed:0.38s db:0.02s total:0.40s | CPU:68% RAM:84% GPU:N/A | ETA:5m35s
batch 3208/4067 (32080/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:62% RAM:84% GPU:N/A | ETA:5m34s
batch 3209/4067 (32090/40670) | decode:0.12s embed:0.36s db:0.02s total:0.38s | CPU:67% RAM:84% GPU:N/A | ETA:5m32s
batch 3210/4067 (32100/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:64% RAM:84% GPU:N/A | ETA:5m33s
batch 3211/4067 (32110/40670) | decode:0.13s embed:0.36s db:0.02s total:0.39s | CPU:63% RAM:84% GPU:N/A | ETA:5m32s
batch 3212/4067 (32120/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:65% RAM:84% GPU:N/A | ETA:5m31s
batch 3213/4067 (32130/40670) | decode:0.13s embed:0.39s db:0.02s total:0.41s | CPU:65% RAM:84% GPU:N/A | ETA:5m35s
batch 3214/4067 (32140/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:70% RAM:84% GPU:N/A | ETA:5m37s
batch 3215/4067 (32150/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:58% RAM:84% GPU:N/A | ETA:5m35s
batch 3216/4067 (32160/40670) | decode:0.10s embed:0.39s db:0.03s total:0.42s | CPU:68% RAM:84% GPU:N/A | ETA:5m39s
batch 3217/4067 (32170/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:73% RAM:84% GPU:N/A | ETA:5m37s
batch 3218/4067 (32180/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:69% RAM:84% GPU:N/A | ETA:5m35s
batch 3219/4067 (32190/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:62% RAM:84% GPU:N/A | ETA:5m36s
batch 3220/4067 (32200/40670) | decode:0.15s embed:0.37s db:0.03s total:0.39s | CPU:66% RAM:84% GPU:N/A | ETA:5m35s
batch 3221/4067 (32210/40670) | decode:0.12s embed:0.37s db:0.03s total:0.39s | CPU:73% RAM:84% GPU:N/A | ETA:5m34s
batch 3222/4067 (32220/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:5m33s
batch 3223/4067 (32230/40670) | decode:0.14s embed:0.36s db:0.02s total:0.39s | CPU:77% RAM:84% GPU:N/A | ETA:5m32s
batch 3224/4067 (32240/40670) | decode:0.14s embed:0.37s db:0.03s total:0.40s | CPU:75% RAM:84% GPU:N/A | ETA:5m32s
batch 3225/4067 (32250/40670) | decode:0.13s embed:0.35s db:0.03s total:0.38s | CPU:66% RAM:84% GPU:N/A | ETA:5m29s
batch 3226/4067 (32260/40670) | decode:0.13s embed:0.36s db:0.03s total:0.39s | CPU:60% RAM:84% GPU:N/A | ETA:5m28s
batch 3227/4067 (32270/40670) | decode:0.12s embed:0.38s db:0.02s total:0.40s | CPU:67% RAM:84% GPU:N/A | ETA:5m30s
batch 3228/4067 (32280/40670) | decode:0.12s embed:0.38s db:0.02s total:0.41s | CPU:76% RAM:84% GPU:N/A | ETA:5m32s
batch 3229/4067 (32290/40670) | decode:0.12s embed:0.37s db:0.02s total:0.40s | CPU:72% RAM:84% GPU:N/A | ETA:5m32s
batch 3230/4067 (32300/40670) | decode:0.11s embed:0.38s db:0.03s total:0.40s | CPU:73% RAM:84% GPU:N/A | ETA:5m33s
batch 3231/4067 (32310/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:68% RAM:84% GPU:N/A | ETA:5m34s
batch 3232/4067 (32320/40670) | decode:0.12s embed:0.40s db:0.02s total:0.42s | CPU:69% RAM:84% GPU:N/A | ETA:5m37s
batch 3233/4067 (32330/40670) | decode:0.13s embed:0.40s db:0.03s total:0.43s | CPU:74% RAM:84% GPU:N/A | ETA:5m41s
batch 3234/4067 (32340/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:76% RAM:84% GPU:N/A | ETA:5m37s
batch 3235/4067 (32350/40670) | decode:0.12s embed:0.43s db:0.03s total:0.45s | CPU:74% RAM:84% GPU:N/A | ETA:5m45s
batch 3236/4067 (32360/40670) | decode:0.16s embed:0.39s db:0.02s total:0.41s | CPU:79% RAM:84% GPU:N/A | ETA:5m44s
batch 3237/4067 (32370/40670) | decode:0.12s embed:0.38s db:0.03s total:0.41s | CPU:80% RAM:84% GPU:N/A | ETA:5m43s
batch 3238/4067 (32380/40670) | decode:0.13s embed:0.40s db:0.03s total:0.43s | CPU:73% RAM:84% GPU:N/A | ETA:5m45s
batch 3239/4067 (32390/40670) | decode:0.18s embed:0.37s db:0.03s total:0.40s | CPU:72% RAM:84% GPU:N/A | ETA:5m42s
batch 3240/4067 (32400/40670) | decode:0.16s embed:0.37s db:0.03s total:0.39s | CPU:71% RAM:84% GPU:N/A | ETA:5m38s
batch 3241/4067 (32410/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:76% RAM:84% GPU:N/A | ETA:5m35s
batch 3242/4067 (32420/40670) | decode:0.14s embed:0.43s db:0.03s total:0.47s | CPU:77% RAM:84% GPU:N/A | ETA:5m44s
batch 3243/4067 (32430/40670) | decode:0.14s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:84% GPU:N/A | ETA:5m39s
batch 3244/4067 (32440/40670) | decode:0.13s embed:0.39s db:0.03s total:0.42s | CPU:68% RAM:84% GPU:N/A | ETA:5m40s
batch 3245/4067 (32450/40670) | decode:0.11s embed:0.37s db:0.02s total:0.39s | CPU:66% RAM:84% GPU:N/A | ETA:5m35s
batch 3246/4067 (32460/40670) | decode:0.12s embed:0.37s db:0.03s total:0.40s | CPU:83% RAM:84% GPU:N/A | ETA:5m34s
batch 3247/4067 (32470/40670) | decode:0.12s embed:0.38s db:0.03s total:0.40s | CPU:81% RAM:84% GPU:N/A | ETA:5m33s
batch 3248/4067 (32480/40670) | decode:0.14s embed:0.36s db:0.02s total:0.39s | CPU:75% RAM:84% GPU:N/A | ETA:5m29s
batch 3249/4067 (32490/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:76% RAM:84% GPU:N/A | ETA:5m30s
batch 3250/4067 (32500/40670) | decode:0.15s embed:0.37s db:0.03s total:0.40s | CPU:78% RAM:84% GPU:N/A | ETA:5m28s
batch 3251/4067 (32510/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:83% RAM:84% GPU:N/A | ETA:5m28s
batch 3252/4067 (32520/40670) | decode:0.13s embed:0.37s db:0.03s total:0.39s | CPU:76% RAM:84% GPU:N/A | ETA:5m26s
batch 3253/4067 (32530/40670) | decode:0.13s embed:0.38s db:0.02s total:0.41s | CPU:91% RAM:84% GPU:N/A | ETA:5m27s
batch 3254/4067 (32540/40670) | decode:0.13s embed:0.38s db:0.03s total:0.41s | CPU:68% RAM:84% GPU:N/A | ETA:5m27s
batch 3255/4067 (32550/40670) | decode:0.13s embed:0.34s db:0.04s total:0.38s | CPU:62% RAM:84% GPU:N/A | ETA:5m24s
batch 3256/4067 (32560/40670) | decode:0.13s embed:0.36s db:0.04s total:0.40s | CPU:68% RAM:84% GPU:N/A | ETA:5m24s
batch 3257/4067 (32570/40670) | decode:0.12s embed:0.36s db:0.03s total:0.39s | CPU:70% RAM:84% GPU:N/A | ETA:5m22s
batch 3258/4067 (32580/40670) | decode:0.15s embed:0.36s db:0.04s total:0.40s | CPU:72% RAM:84% GPU:N/A | ETA:5m22s
batch 3259/4067 (32590/40670) | decode:0.11s embed:0.35s db:0.04s total:0.39s | CPU:72% RAM:84% GPU:N/A | ETA:5m21s
batch 3260/4067 (32600/40670) | decode:0.14s embed:0.35s db:0.02s total:0.38s | CPU:64% RAM:84% GPU:N/A | ETA:5m17s
batch 3261/4067 (32610/40670) | decode:0.14s embed:0.38s db:0.14s total:0.52s | CPU:67% RAM:84% GPU:N/A | ETA:5m38s
batch 3262/4067 (32620/40670) | decode:0.14s embed:0.35s db:0.03s total:0.38s | CPU:58% RAM:84% GPU:N/A | ETA:5m31s
batch 3263/4067 (32630/40670) | decode:0.13s embed:0.36s db:0.02s total:0.38s | CPU:62% RAM:85% GPU:N/A | ETA:5m26s
batch 3264/4067 (32640/40670) | decode:0.14s embed:0.34s db:0.03s total:0.37s | CPU:68% RAM:84% GPU:N/A | ETA:5m20s
batch 3265/4067 (32650/40670) | decode:0.12s embed:0.35s db:0.03s total:0.39s | CPU:56% RAM:84% GPU:N/A | ETA:5m18s
batch 3266/4067 (32660/40670) | decode:0.11s embed:0.36s db:0.03s total:0.39s | CPU:74% RAM:84% GPU:N/A | ETA:5m17s
batch 3267/4067 (32670/40670) | decode:0.14s embed:0.37s db:0.02s total:0.39s | CPU:68% RAM:84% GPU:N/A | ETA:5m15s
batch 3268/4067 (32680/40670) | decode:0.11s embed:0.34s db:0.02s total:0.36s | CPU:76% RAM:84% GPU:N/A | ETA:5m8s
batch 3269/4067 (32690/40670) | decode:0.13s embed:0.34s db:0.05s total:0.40s | CPU:72% RAM:84% GPU:N/A | ETA:5m10s
batch 3270/4067 (32700/40670) | decode:0.13s embed:0.37s db:0.03s total:0.40s | CPU:74% RAM:84% GPU:N/A | ETA:5m11s
batch 3271/4067 (32710/40670) | decode:0.14s embed:0.39s db:0.02s total:0.41s | CPU:73% RAM:84% GPU:N/A | ETA:5m13s
batch 3272/4067 (32720/40670) | decode:0.10s embed:0.36s db:0.02s total:0.38s | CPU:71% RAM:84% GPU:N/A | ETA:5m11s
batch 3273/4067 (32730/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:65% RAM:84% GPU:N/A | ETA:5m9s
batch 3274/4067 (32740/40670) | decode:0.15s embed:0.37s db:0.02s total:0.39s | CPU:67% RAM:84% GPU:N/A | ETA:5m9s
batch 3275/4067 (32750/40670) | decode:0.15s embed:0.36s db:0.02s total:0.38s | CPU:63% RAM:84% GPU:N/A | ETA:5m7s
batch 3276/4067 (32760/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:68% RAM:84% GPU:N/A | ETA:5m7s
batch 3277/4067 (32770/40670) | decode:0.12s embed:0.37s db:0.02s total:0.39s | CPU:70% RAM:84% GPU:N/A | ETA:5m7s
batch 3278/4067 (32780/40670) | decode:0.13s embed:0.47s db:0.02s total:0.49s | CPU:87% RAM:84% GPU:N/A | ETA:5m22s
batch 3279/4067 (32790/40670) | decode:0.11s embed:0.36s db:0.02s total:0.38s | CPU:81% RAM:84% GPU:N/A | ETA:5m17s
